Credit Policy,Purpose,Interest Rate,Installments,Log Annual Income,Annual Income,Debt to Income Ratio,FICO Score,FICO Score Bucket,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,,,,
1,Home Improvement,8.00%,$156.69,11.28978191,"$80,000.00",3.75%,762,751-800,12668,"$8,366.00",7.10%,0,0,0,0,,,,
1,Debt Consolidation,11.97%,$351.92,10.57254694,"$39,048.00",14.90%,682,651-700,2579,"$7,583.00",80.70%,0,0,0,1,,,,
1,Debt Consolidation,10.39%,$194.71,9.729134165,"$16,800.00",7.50%,692,651-700,1920,"$4,524.00",94.20%,1,0,0,0,,,,
1,Home Improvement,10.08%,$258.44,11.03488966,"$62,000.00",0.81%,712,701-750,3660,"$3,596.00",25.10%,1,0,1,0,,,,
1,Major Purchase,16.08%,$879.92,10.71441777,"$45,000.00",6.40%,667,651-700,5160,"$12,704.00",54.10%,0,3,0,1,,,,
1,Credit Card,9.45%,$150.45,11.08214255,"$65,000.00",11.13%,717,701-750,5208,"$16,724.00",41.70%,0,0,0,0,,,,
1,Home Improvement,9.45%,$640.20,11.69524702,"$120,000.00",4.19%,787,751-800,5159,$311.00,0.00%,2,0,0,0,,,,
1,Debt Consolidation,12.92%,$168.28,11.1844214,"$72,000.00",19.67%,687,651-700,4710,"$19,771.00",92.40%,1,0,0,0,,,,
1,Debt Consolidation,10.08%,$581.49,11.12431747,"$67,800.00",11.01%,732,701-750,3389,"$10,826.00",41.50%,0,0,0,0,,,,
1,Home Improvement,9.45%,$640.20,10.70324447,"$44,500.00",0.81%,797,751-800,3450,$281.00,1.70%,1,0,0,0,,,,
1,All Other,15.13%,$694.59,11.2515607,"$77,000.00",10.25%,662,651-700,3332,"$4,289.00",66.00%,1,0,0,0,,,,
1,Debt Consolidation,12.92%,$807.74,11.29849385,"$80,700.00",15.08%,697,651-700,4440,"$21,364.00",86.50%,0,0,0,1,,,,
1,All Other,9.76%,$514.48,13.25759333,"$572,400.00",1.61%,742,701-750,6390,"$22,627.00",27.30%,1,0,0,0,,,,
1,Debt Consolidation,14.18%,$411.19,11.20721519,"$73,660.00",18.16%,662,651-700,3209,"$11,258.00",71.70%,1,0,0,0,,,,
1,Debt Consolidation,10.39%,$389.41,10.34817337,"$31,200.00",17.00%,717,701-750,3209,$0.00,0.00%,2,0,0,0,,,,
1,Debt Consolidation,13.87%,$264.39,10.30895266,"$30,000.00",24.68%,682,651-700,1500,"$26,996.00",66.80%,0,0,0,0,,,,
1,All Other,9.76%,$482.32,11.08214255,"$65,000.00",11.35%,737,701-750,3990,"$3,834.00",33.30%,2,0,0,1,,,,
1,Debt Consolidation,13.55%,$645.24,11.87756858,"$144,000.00",1.67%,677,651-700,5370,"$9,416.00",95.10%,2,0,0,0,,,,
1,Debt Consolidation,12.29%,$293.51,10.81977828,"$50,000.00",20.04%,692,651-700,3360,"$25,807.00",59.80%,1,0,0,0,,,,
1,All Other,8.63%,$316.28,11.00209984,"$60,000.00",8.94%,732,701-750,4440,"$16,167.00",44.30%,3,0,0,0,,,,
1,Debt Consolidation,11.34%,$361.90,10.858999,"$52,000.00",9.39%,687,651-700,2703,"$12,678.00",43.60%,0,0,1,0,,,,
1,Debt Consolidation,12.29%,$281.84,14.52835448,"$2,039,784.00",0.13%,672,651-700,1293,"$8,747.00",51.80%,1,0,0,0,,,,
1,Debt Consolidation,10.71%,$684.64,11.08214255,"$65,000.00",2.90%,722,701-750,1380,"$5,694.00",17.70%,1,0,0,1,,,,
1,Debt Consolidation,13.24%,$338.10,11.09741002,"$66,000.00",18.20%,672,651-700,4620,"$12,008.00",54.20%,3,1,0,0,,,,
1,Debt Consolidation,11.97%,$278.88,10.84778248,"$51,420.00",20.96%,697,651-700,4619,"$14,129.00",84.10%,0,0,0,0,,,,
1,Home Improvement,10.39%,$486.76,11.58988651,"$108,000.00",8.92%,712,701-750,3059,"$15,553.00",20.00%,1,0,0,0,,,,
1,Home Improvement,11.97%,$298.80,11.28978191,"$80,000.00",19.37%,682,651-700,9059,"$26,966.00",70.20%,1,0,1,0,,,,
1,All Other,11.66%,$330.53,11.06663836,"$64,000.00",13.33%,712,701-750,4383,"$2,388.00",48.70%,2,0,0,0,,,,
1,Debt Consolidation,12.61%,$234.55,10.46310334,"$35,000.00",9.63%,667,651-700,1290,"$11,698.00",78.50%,1,0,0,0,,,,
1,Credit Card,9.76%,$241.16,11.40756495,"$90,000.00",12.32%,722,701-750,1950,"$5,570.00",25.40%,3,0,0,0,,,,
1,Major Purchase,9.45%,$224.07,9.915613732,"$20,244.00",5.99%,712,701-750,4470,"$4,641.00",33.10%,0,0,0,0,,,,
1,Debt Consolidation,11.66%,$396.63,10.77895629,"$48,000.00",10.05%,682,651-700,2670,"$15,774.00",44.80%,2,0,0,0,,,,
1,Debt Consolidation,13.24%,$507.15,10.75312553,"$46,776.00",10.03%,672,651-700,4110,"$9,288.00",71.40%,0,0,0,0,,,,
1,Debt Consolidation,13.55%,$288.66,10.2646524,"$28,700.00",17.56%,662,651-700,1889,"$17,488.00",90.60%,1,0,0,0,,,,
1,Debt Consolidation,8.32%,$409.30,10.26813067,"$28,800.00",0.83%,807,801-850,5189,$209.00,2.30%,1,0,0,0,,,,
1,Debt Consolidation,12.92%,$222.97,10.23995979,"$28,000.00",19.93%,667,651-700,5729,"$15,049.00",71.30%,0,0,0,0,,,,
1,All Other,11.97%,$365.20,10.49127422,"$36,000.00",15.83%,682,651-700,4410,"$23,253.00",72.00%,1,0,0,0,,,,
1,Debt Consolidation,12.61%,$603.12,11.14186178,"$69,000.00",14.02%,682,651-700,3570,"$10,769.00",63.00%,1,1,0,0,,,,
1,Credit Card,13.87%,$852.87,11.05089001,"$63,000.00",17.28%,692,651-700,8700,"$21,357.00",42.00%,1,0,0,0,,,,
1,Debt Consolidation,9.45%,$320.10,11.45105006,"$94,000.00",7.44%,727,701-750,3360,"$29,884.00",43.60%,0,0,0,0,,,,
1,Home Improvement,10.08%,$807.62,11.46163217,"$95,000.00",10.42%,757,751-800,11970,"$16,386.00",11.30%,0,0,0,0,,,,
1,Debt Consolidation,10.71%,$326.02,11.24177269,"$76,250.00",10.37%,702,701-750,11280,"$26,888.00",26.20%,0,0,0,0,,,,
1,Debt Consolidation,12.92%,$336.56,10.52406404,"$37,200.00",6.74%,672,651-700,2609,"$7,067.00",65.80%,0,0,0,0,,,,
1,Credit Card,11.66%,$396.63,11.73606902,"$125,000.00",12.94%,682,651-700,3720,"$36,467.00",62.90%,0,0,0,0,,,,
1,Debt Consolidation,12.61%,$301.56,10.42228135,"$33,600.00",14.68%,687,651-700,4650,"$14,371.00",60.90%,0,1,0,1,,,,
1,Debt Consolidation,11.03%,$491.30,11.91582729,"$149,616.00",9.52%,702,701-750,3780,"$25,870.00",56.10%,0,1,0,1,,,,
1,Debt Consolidation,11.34%,$416.19,10.59663473,"$40,000.00",21.96%,717,701-750,4291,"$1,727.00",8.90%,1,0,0,0,,,,
1,Credit Card,16.40%,$636.39,11.91839057,"$150,000.00",24.03%,672,651-700,4290,"$28,846.00",57.90%,1,0,0,1,,,,
1,Home Improvement,12.29%,$406.91,10.55581274,"$38,400.00",9.31%,687,651-700,5670,"$2,329.00",39.40%,0,0,0,0,,,,
1,All Other,7.37%,$62.10,10.46310334,"$35,000.00",0.86%,797,751-800,11430,$324.00,0.20%,0,0,0,0,,,,
1,Debt Consolidation,12.61%,$201.04,10.81977828,"$50,000.00",3.89%,667,651-700,5970,"$20,845.00",47.70%,0,0,0,0,,,,
1,Debt Consolidation,11.03%,$491.30,11.11542853,"$67,200.00",15.50%,707,701-750,2370,"$12,569.00",46.20%,0,0,0,1,,,,
1,Debt Consolidation,11.03%,$327.53,10.75790288,"$47,000.00",13.48%,702,701-750,3000,"$9,697.00",58.00%,0,0,0,0,,,,
1,All Other,11.03%,$327.53,10.42228135,"$33,600.00",2.61%,697,651-700,2370,"$2,952.00",30.10%,2,0,0,0,,,,
1,Debt Consolidation,10.71%,$179.31,10.62132735,"$41,000.00",12.12%,692,651-700,7140,"$13,427.00",82.90%,0,0,0,0,,,,
1,All Other,12.29%,$667.06,11.08214255,"$65,000.00",13.50%,692,651-700,2370,"$6,045.00",34.90%,1,0,1,1,,,,
1,Debt Consolidation,11.03%,$720.57,11.40756495,"$90,000.00",17.39%,717,701-750,4470,"$18,913.00",34.10%,1,0,0,0,,,,
1,Debt Consolidation,13.24%,$405.72,10.87804719,"$53,000.00",17.82%,667,651-700,7349,"$18,593.00",35.00%,0,5,1,0,,,,
1,All Other,8.00%,$313.37,10.858999,"$52,000.00",2.10%,792,751-800,5219,$0.00,0.00%,1,0,0,0,,,,
1,Credit Card,9.45%,$409.73,11.08214255,"$65,000.00",8.86%,742,701-750,5129,"$13,207.00",77.70%,0,0,0,0,,,,
1,All Other,11.03%,$157.22,10.66886237,"$42,996.00",2.34%,687,651-700,1950,"$3,273.00",44.80%,1,0,0,0,,,,
1,Debt Consolidation,12.29%,$633.71,11.56171563,"$105,000.00",10.01%,687,651-700,5250,"$19,368.00",38.60%,1,3,0,0,,,,
1,All Other,10.71%,$782.44,11.15625052,"$70,000.00",0.57%,727,701-750,5040,$782.00,3.00%,1,0,0,1,,,,
1,Educational,11.03%,$589.56,10.66347529,"$42,765.00",6.15%,707,701-750,2820,"$6,362.00",69.20%,0,0,0,0,,,,
1,All Other,9.76%,$353.71,11.33384664,"$83,604.00",5.88%,717,701-750,4500,"$15,342.00",50.00%,0,1,0,0,,,,
1,Debt Consolidation,11.03%,$206.35,10.96819829,"$58,000.00",9.21%,687,651-700,7049,$871.00,8.10%,0,0,0,0,,,,
1,Credit Card,8.32%,$251.88,11.82041016,"$136,000.00",8.63%,752,751-800,6149,"$13,238.00",23.00%,1,0,0,0,,,,
1,Debt Consolidation,12.61%,$301.56,10.81977828,"$50,000.00",7.15%,667,651-700,2579,"$1,918.00",56.40%,0,0,0,0,,,,
1,Credit Card,10.39%,$464.05,10.30895266,"$30,000.00",21.28%,752,751-800,2729,"$5,649.00",30.20%,2,0,0,0,,,,
1,Debt Consolidation,9.45%,$230.47,10.71441777,"$45,000.00",0.80%,717,701-750,2730,"$3,332.00",30.60%,0,0,0,1,,,,
1,All Other,17.34%,$895.56,11.47210347,"$96,000.00",18.80%,662,651-700,11520,"$14,706.00",77.00%,0,2,0,0,,,,
1,Debt Consolidation,12.61%,$670.13,11.33857208,"$84,000.00",14.51%,692,651-700,1890,"$27,129.00",39.00%,2,0,0,0,,,,
1,Debt Consolidation,12.92%,$269.25,11.15625052,"$70,000.00",4.08%,667,651-700,5820,"$1,152.00",13.10%,3,3,0,0,,,,
1,Debt Consolidation,12.92%,$377.79,10.35316092,"$31,356.00",23.31%,712,701-750,3780,"$8,837.00",52.60%,1,0,0,1,,,,
1,All Other,9.76%,$30.55,10.04324949,"$23,000.00",22.38%,742,701-750,4470,"$2,246.00",9.90%,1,0,0,0,,,,
1,Debt Consolidation,10.39%,$389.41,10.30895266,"$30,000.00",0.00%,712,701-750,4440,"$9,258.00",71.20%,1,0,0,0,,,,
1,Debt Consolidation,13.24%,$405.72,10.20359214,"$27,000.00",11.96%,667,651-700,4890,"$8,671.00",61.50%,0,0,0,0,,,,
1,Debt Consolidation,13.87%,$477.61,11.04292184,"$62,500.00",20.45%,677,651-700,2675,"$20,065.00",66.00%,2,0,0,0,,,,
1,Educational,11.34%,$329.00,10.14124382,"$25,368.00",8.79%,692,651-700,3839,"$1,573.00",39.30%,0,0,0,1,,,,
1,Debt Consolidation,8.32%,$377.82,11.40756495,"$90,000.00",1.63%,792,751-800,5729,"$4,359.00",15.30%,0,0,0,0,,,,
1,All Other,13.24%,$338.10,10.96819829,"$58,000.00",10.90%,662,651-700,2009,"$10,055.00",54.90%,3,0,1,0,,,,
1,Major Purchase,13.55%,$407.52,11.15625052,"$70,000.00",17.07%,667,651-700,7565,"$2,549.00",57.90%,0,0,0,0,,,,
1,Debt Consolidation,10.71%,$273.86,10.83958091,"$51,000.00",16.47%,702,701-750,4530,"$16,021.00",66.80%,1,0,0,0,,,,
1,All Other,10.08%,$807.62,10.89635036,"$53,979.00",0.00%,762,751-800,6420,$0.00,0.00%,1,0,0,0,,,,
1,Debt Consolidation,11.97%,$398.40,11.35040654,"$85,000.00",14.08%,682,651-700,7230,"$22,205.00",88.80%,2,0,1,0,,,,
1,Debt Consolidation,9.45%,$320.10,11.73606902,"$125,000.00",5.28%,727,701-750,9120,"$9,438.00",33.50%,3,0,0,0,,,,
1,Debt Consolidation,8.63%,$316.28,11.40756495,"$90,000.00",5.91%,732,701-750,5760,"$18,343.00",26.20%,0,1,0,0,,,,
1,All Other,10.08%,$387.66,11.77528973,"$130,000.00",21.20%,772,751-800,6750,"$74,885.00",0.00%,0,0,0,0,,,,
1,All Other,10.39%,$162.26,9.903487553,"$20,000.00",14.82%,702,701-750,2851,"$4,873.00",26.90%,1,0,0,0,,,,
1,Credit Card,11.34%,$493.50,11.33857208,"$84,000.00",10.49%,697,651-700,3089,"$11,332.00",39.70%,0,0,0,0,,,,
1,Debt Consolidation,12.29%,$640.38,10.87804719,"$53,000.00",18.93%,702,701-750,3689,"$20,033.00",82.80%,1,0,0,1,,,,
1,Debt Consolidation,12.61%,$180.94,10.60905725,"$40,500.00",12.12%,667,651-700,2729,"$4,565.00",68.10%,0,1,0,0,,,,
1,Major Purchase,11.34%,$296.10,11.51292546,"$100,000.00",1.20%,682,651-700,5130,"$4,000.00",80.00%,3,0,0,0,,,,
1,All Other,11.66%,$115.69,10.90159787,"$54,263.00",12.38%,672,651-700,7530,$0.00,0.00%,0,2,0,0,,,,
1,All Other,11.34%,$230.30,10.71441777,"$45,000.00",9.92%,687,651-700,2520,"$1,767.00",34.60%,1,0,1,0,,,,
1,All Other,13.24%,$405.72,10.69557468,"$44,160.00",14.40%,672,651-700,3720,$768.00,64.00%,2,0,0,0,,,,
1,Credit Card,9.76%,$305.47,11.06763786,"$64,064.00",4.80%,717,701-750,5070,"$12,226.00",45.60%,0,1,1,0,,,,
1,All Other,7.37%,$93.14,10.58415721,"$39,504.00",1.55%,802,801-850,3660,"$2,724.00",7.90%,0,0,0,0,,,,
1,All Other,8.00%,$109.68,10.79059661,"$48,562.00",0.62%,742,701-750,7170,$308.00,17.10%,4,0,0,0,,,,
1,Debt Consolidation,8.00%,$37.61,9.60238246,"$14,800.00",2.43%,747,701-750,2250,"$1,946.00",6.50%,3,0,0,0,,,,
1,All Other,10.08%,$129.22,10.91871823,"$55,200.00",19.43%,717,701-750,4770,"$4,446.00",61.70%,3,0,0,0,,,,
1,Debt Consolidation,10.08%,$290.75,10.57131693,"$39,000.00",5.17%,707,701-750,2190,"$8,486.00",66.80%,1,0,0,0,,,,
1,All Other,13.55%,$203.76,11.1844214,"$72,000.00",23.37%,682,651-700,6599,"$19,826.00",39.00%,2,0,0,0,,,,
1,Credit Card,9.45%,$160.05,10.59663473,"$40,000.00",5.97%,722,701-750,2819,"$3,212.00",35.70%,1,1,0,0,,,,
1,Credit Card,13.55%,$407.52,10.91508846,"$55,000.00",14.99%,667,651-700,4499,"$10,918.00",59.00%,2,0,0,0,,,,
1,Educational,9.45%,$320.10,11.15625052,"$70,000.00",9.38%,722,701-750,1859,"$8,850.00",32.30%,0,0,0,0,,,,
1,All Other,10.39%,$129.81,10.30895266,"$30,000.00",6.04%,697,651-700,6330,"$10,366.00",64.40%,0,0,1,0,,,,
1,Debt Consolidation,12.29%,$366.89,10.50232405,"$36,400.00",11.60%,677,651-700,1500,"$10,765.00",60.50%,2,0,0,0,,,,
1,All Other,11.34%,$658.00,10.91508846,"$55,000.00",5.19%,712,701-750,8400,"$5,482.00",17.40%,0,2,0,1,,,,
1,Debt Consolidation,9.45%,$480.15,11.04132055,"$62,400.00",6.46%,752,751-800,4500,"$5,196.00",34.60%,2,0,0,0,,,,
1,All Other,9.76%,$803.87,11.15625052,"$70,000.00",4.92%,792,751-800,4140,"$3,114.00",11.30%,0,0,0,0,,,,
1,All Other,10.39%,$272.59,10.46321762,"$35,004.00",19.61%,717,701-750,4440,$213.00,7.10%,1,0,1,0,,,,
1,Debt Consolidation,11.97%,$249.00,9.862665558,"$19,200.00",10.94%,677,651-700,1920,"$6,450.00",70.90%,3,0,0,0,,,,
1,Credit Card,12.29%,$400.24,11.40756495,"$90,000.00",8.81%,677,651-700,2340,"$15,486.00",33.10%,1,0,0,0,,,,
1,All Other,8.63%,$253.03,10.89821971,"$54,080.00",10.78%,732,701-750,3390,"$5,623.00",67.70%,1,0,0,0,,,,
1,Credit Card,10.39%,$129.81,10.87804719,"$53,000.00",13.09%,702,701-750,4441,"$1,308.00",6.90%,1,0,0,0,,,,
1,Debt Consolidation,9.45%,$448.14,10.6454249,"$42,000.00",5.31%,737,701-750,3030,"$11,556.00",24.30%,0,0,0,0,,,,
1,Major Purchase,11.34%,$118.44,10.91508846,"$55,000.00",13.51%,682,651-700,3510,$623.00,31.10%,0,0,0,0,,,,
1,All Other,10.39%,$811.27,11.51292546,"$100,000.00",7.25%,737,701-750,3780,$0.00,0.00%,2,1,0,0,,,,
1,All Other,13.55%,$407.52,11.77528973,"$130,000.00",8.32%,662,651-700,3060,"$22,044.00",81.60%,0,0,0,0,,,,
1,Credit Card,8.00%,$250.70,10.38183131,"$32,268.00",8.55%,782,751-800,5550,"$8,793.00",18.80%,0,0,0,0,,,,
1,Debt Consolidation,13.24%,$444.60,10.53720315,"$37,692.00",20.66%,677,651-700,4620,"$2,796.00",38.80%,2,0,0,0,,,,
1,All Other,10.71%,$489.03,11.28978191,"$80,000.00",6.90%,707,701-750,7410,"$8,298.00",38.60%,3,0,1,0,,,,
1,Debt Consolidation,13.55%,$373.56,10.77895629,"$48,000.00",22.75%,677,651-700,2730,"$10,211.00",96.30%,0,0,0,0,,,,
1,Credit Card,10.71%,$195.61,10.81977828,"$50,000.00",9.22%,687,651-700,2790,"$22,188.00",70.00%,0,0,0,0,,,,
1,Debt Consolidation,11.66%,$314.00,10.59663473,"$40,000.00",18.78%,697,651-700,2310,"$21,160.00",78.70%,0,0,0,1,,,,
1,Credit Card,7.68%,$109.17,10.30895266,"$30,000.00",2.52%,762,751-800,3840,"$2,096.00",46.60%,0,0,0,0,,,,
1,Debt Consolidation,14.50%,$516.32,11.22235924,"$74,784.00",24.61%,682,651-700,2430,"$55,632.00",80.70%,3,0,0,0,,,,
1,Educational,9.76%,$241.16,9.903487553,"$20,000.00",10.56%,717,701-750,4122,"$3,415.00",14.30%,0,0,0,0,,,,
1,All Other,8.63%,$221.40,10.75363848,"$46,800.00",12.23%,727,701-750,2941,"$1,287.00",7.80%,0,0,0,0,,,,
1,Credit Card,11.03%,$294.78,11.12726298,"$68,000.00",12.72%,687,651-700,9120,"$36,164.00",39.40%,1,0,0,1,,,,
1,Debt Consolidation,15.13%,$680.69,11.22524339,"$75,000.00",19.36%,662,651-700,2670,"$20,658.00",55.40%,0,0,0,0,,,,
1,Credit Card,10.71%,$228.22,10.30895266,"$30,000.00",21.48%,722,701-750,10110,"$24,397.00",53.40%,1,0,0,0,,,,
1,Debt Consolidation,8.00%,$87.75,9.60238246,"$14,800.00",5.48%,747,701-750,2250,"$1,946.00",6.50%,3,0,0,0,,,,
1,All Other,10.39%,$324.51,11.08795638,"$65,379.00",14.82%,767,751-800,6420,$0.00,0.00%,1,0,0,0,,,,
1,Debt Consolidation,10.51%,$97.53,10.59663473,"$40,000.00",16.08%,727,701-750,3464,"$14,582.00",26.70%,2,0,0,1,,,,
1,Debt Consolidation,10.71%,$208.65,10.91508846,"$55,000.00",6.11%,697,651-700,3690,"$14,971.00",46.80%,0,0,0,0,,,,
1,Debt Consolidation,14.82%,$691.55,11.40756495,"$90,000.00",23.45%,692,651-700,3870,"$43,868.00",47.80%,1,0,1,0,,,,
1,Debt Consolidation,10.08%,$323.05,10.77895629,"$48,000.00",2.65%,742,701-750,4260,"$6,512.00",16.40%,0,0,0,0,,,,
1,Credit Card,8.32%,$236.14,11.15625052,"$70,000.00",2.81%,757,751-800,4200,"$7,905.00",30.20%,0,0,0,0,,,,
1,Credit Card,9.76%,$213.83,11.18886982,"$72,321.00",15.63%,717,701-750,4380,"$6,161.00",26.60%,0,0,0,0,,,,
1,Debt Consolidation,11.03%,$537.15,10.818177,"$49,920.00",4.42%,712,701-750,1860,"$3,964.00",24.00%,0,0,0,1,,,,
1,Home Improvement,10.39%,$194.71,10.20359214,"$27,000.00",21.78%,737,701-750,4989,"$1,815.00",60.50%,3,0,0,0,,,,
1,All Other,8.00%,$235.03,10.59663473,"$40,000.00",5.22%,772,751-800,5280,$0.00,0.00%,3,0,0,0,,,,
1,Debt Consolidation,9.76%,$707.41,11.28978191,"$80,000.00",9.81%,757,751-800,5550,"$1,998.00",22.40%,1,0,0,0,,,,
1,Home Improvement,9.45%,$128.04,11.48452599,"$97,200.00",13.16%,732,701-750,2500,"$41,248.00",5.30%,3,0,0,0,,,,
1,Debt Consolidation,12.61%,$670.13,11.09741002,"$66,000.00",13.40%,687,651-700,3420,"$24,008.00",77.90%,0,0,0,0,,,,
1,Credit Card,11.97%,$697.20,11.92503512,"$151,000.00",7.99%,697,651-700,8102,"$17,788.00",52.70%,3,0,0,0,,,,
1,All Other,9.45%,$480.15,11.91839057,"$150,000.00",6.47%,757,751-800,3990,"$4,232.00",8.90%,2,0,0,0,,,,
1,All Other,11.34%,$98.70,10.53049493,"$37,440.00",7.72%,677,651-700,1680,$0.00,53.00%,1,0,0,1,,,,
1,Debt Consolidation,15.70%,$525.17,11.35035948,"$84,996.00",20.44%,672,651-700,5490,"$28,511.00",56.70%,1,0,0,0,,,,
1,All Other,7.68%,$187.14,10.67359577,"$43,200.00",0.83%,792,751-800,4140,$138.00,0.20%,0,0,0,0,,,,
1,Credit Card,11.66%,$314.00,11.69524702,"$120,000.00",18.23%,697,651-700,4950,"$114,629.00",64.50%,2,0,0,0,,,,
1,Debt Consolidation,10.39%,$324.51,11.23261615,"$75,555.00",12.88%,707,701-750,2940,"$10,689.00",18.40%,3,0,0,0,,,,
1,Debt Consolidation,9.76%,$257.24,10.08580911,"$24,000.00",17.00%,732,701-750,3780,"$6,188.00",53.80%,0,0,0,0,,,,
1,Debt Consolidation,8.32%,$314.85,10.59533389,"$39,948.00",14.54%,772,751-800,5790,"$4,743.00",28.10%,0,0,0,1,,,,
1,Debt Consolidation,11.03%,$235.83,11.04917425,"$62,892.00",21.83%,717,701-750,5220,"$12,025.00",37.20%,2,0,0,0,,,,
1,Home Improvement,9.76%,$803.87,11.69524702,"$120,000.00",8.91%,792,751-800,8130,"$3,706.00",12.80%,1,0,0,0,,,,
1,Debt Consolidation,11.34%,$526.40,11.35040654,"$85,000.00",9.37%,702,701-750,4590,"$8,833.00",44.80%,1,0,1,0,,,,
1,Debt Consolidation,10.39%,$292.06,10.71441777,"$45,000.00",14.64%,712,701-750,4440,"$6,239.00",63.00%,3,0,0,0,,,,
1,Debt Consolidation,13.24%,$540.96,10.59663473,"$40,000.00",11.73%,672,651-700,3210,"$5,671.00",55.10%,0,0,0,0,,,,
1,Credit Card,12.29%,$100.06,10.37349118,"$32,000.00",13.28%,672,651-700,4320,"$2,940.00",27.70%,1,2,0,0,,,,
1,Debt Consolidation,13.55%,$848.99,11.03488966,"$62,000.00",14.26%,697,651-700,2730,"$7,019.00",13.40%,2,0,0,1,,,,
1,Debt Consolidation,11.97%,$298.80,10.95954023,"$57,500.00",18.76%,682,651-700,4350,"$9,883.00",66.70%,1,1,1,0,,,,
1,Debt Consolidation,9.76%,$482.32,12.07254125,"$175,000.00",3.17%,742,701-750,2820,"$1,436.00",3.10%,0,0,0,0,,,,
1,Debt Consolidation,12.92%,$168.28,10.64780302,"$42,100.00",21.04%,677,651-700,2911,"$13,073.00",55.90%,3,0,0,1,,,,
1,All Other,10.08%,$807.62,11.88448902,"$145,000.00",1.73%,762,751-800,7770,"$5,681.00",14.10%,1,0,0,0,,,,
1,Debt Consolidation,10.39%,$811.27,11.40756495,"$90,000.00",13.28%,747,701-750,3360,"$48,556.00",10.90%,0,0,0,0,,,,
1,Debt Consolidation,13.24%,$253.58,10.81961827,"$49,992.00",24.89%,712,701-750,2418,"$19,418.00",83.70%,3,1,0,0,,,,
1,Debt Consolidation,13.24%,$118.34,10.95080655,"$57,000.00",23.05%,687,651-700,2730,"$45,988.00",88.40%,0,0,0,0,,,,
1,Credit Card,10.39%,$584.12,12.23076526,"$205,000.00",12.27%,712,701-750,5550,"$77,034.00",32.30%,2,0,0,0,,,,
1,Educational,11.03%,$52.41,10.53209621,"$37,500.00",15.84%,682,651-700,1830,$0.00,49.40%,0,0,0,0,,,,
1,Debt Consolidation,10.08%,$151.03,10.46310334,"$35,000.00",18.72%,722,701-750,3900,"$9,910.00",99.10%,2,0,0,1,,,,
1,Educational,8.32%,$188.91,11.5228758,"$101,000.00",11.75%,737,701-750,6870,"$1,532.00",4.70%,0,0,0,0,,,,
1,All Other,9.76%,$167.21,10.4341158,"$34,000.00",1.52%,707,701-750,2580,"$4,699.00",28.80%,1,1,0,0,,,,
1,Educational,8.32%,$251.88,10.62254611,"$41,050.00",17.60%,797,751-800,6990,"$7,017.00",8.40%,0,0,0,1,,,,
1,Major Purchase,10.08%,$161.53,10.6454249,"$42,000.00",21.77%,762,751-800,4471,$13.00,1.90%,1,0,0,0,,,,
1,All Other,12.92%,$807.74,11.46163217,"$95,000.00",7.06%,687,651-700,6360,"$9,201.00",49.70%,2,1,1,0,,,,
1,Credit Card,12.61%,$837.67,11.60739893,"$109,908.00",24.04%,757,751-800,7260,"$8,220.00",63.20%,0,0,0,1,,,,
1,All Other,12.92%,$269.25,10.81977828,"$50,000.00",1.39%,662,651-700,4447,"$2,692.00",49.90%,3,0,0,0,,,,
1,All Other,9.76%,$578.79,11.50287513,"$99,000.00",8.86%,742,701-750,4530,"$2,448.00",61.20%,3,0,0,0,,,,
1,All Other,7.68%,$93.57,10.81977828,"$50,000.00",0.79%,757,751-800,3180,"$3,894.00",10.50%,0,0,0,0,,,,
1,All Other,11.97%,$166.00,10.77895629,"$48,000.00",20.68%,692,651-700,9330,"$13,734.00",28.40%,0,0,0,0,,,,
1,All Other,11.34%,$329.00,10.81977828,"$50,000.00",12.05%,692,651-700,1620,"$13,744.00",62.20%,0,0,0,0,,,,
1,Credit Card,11.03%,$201.44,10.48328685,"$35,713.60",17.10%,687,651-700,1260,"$6,111.00",64.30%,0,0,0,0,,,,
1,Credit Card,10.08%,$646.10,11.91839057,"$150,000.00",6.86%,742,701-750,3180,$84.00,0.20%,2,0,0,0,,,,
1,All Other,9.76%,$385.86,11.45952469,"$94,800.00",8.65%,727,701-750,4650,"$19,073.00",28.60%,3,1,0,1,,,,
1,Debt Consolidation,12.29%,$232.64,10.23995979,"$28,000.00",12.81%,667,651-700,6284,"$13,817.00",38.40%,0,1,0,0,,,,
1,Credit Card,11.66%,$330.53,11.69524702,"$120,000.00",8.13%,682,651-700,3060,"$59,145.00",81.10%,0,0,0,0,,,,
1,Debt Consolidation,12.92%,$201.94,10.61643736,"$40,800.00",15.32%,667,651-700,2700,"$7,091.00",47.30%,2,2,0,0,,,,
1,Debt Consolidation,10.71%,$603.13,10.44290063,"$34,300.00",13.33%,717,701-750,4560,"$18,179.00",34.40%,0,0,0,0,,,,
1,Debt Consolidation,10.39%,$389.41,10.43816641,"$34,138.00",15.99%,712,701-750,4590,"$6,151.00",52.70%,1,0,0,0,,,,
1,Major Purchase,8.00%,$250.70,10.80454281,"$49,244.00",2.24%,777,751-800,3781,"$2,056.00",7.30%,1,0,0,0,,,,
